WEBjve href,d4r55,RfnDt,RfnDt 2,eaLgGf src,rsqaWe,DU9Pgb,content,w8nwRe,Tap5If,Tap5If 2,dSlJg src,Hzvxle,pkWtMe,dSlJg src 2,znYl0
https://www.google.com/maps/contrib/115997982048726091038/reviews?hl=id,Anis Alhadi,Local Guide,· 278 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Candi hindu yg berada di jogjakarta ini merupakan salah satu candi terindah se asia tenggara
Harga tiket masuk turis lokal 50rb untuk dewasa 35rb anak2 350rb untuk turis …",Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/115364311819616569339/reviews?hl=id,Mujiono Putro,Local Guide,8 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Biaya masuk Rp. 50.000, cuaca dijamin panas tapi tenang (ada penyewaan payung), dilarang merokok dikawasan candi, ada kursi pijat sebelum pintu masuk candi biaya Rp. 10.000/ 7mnt",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/101097276604529605351/reviews?hl=id,Ludovicus TKD,Local Guide,· 131 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Bagus banget, FYI masa Pandemi tidak boleh masuk ke dalam candi, disana bisa main panahan, kasih makan rusa, dan masih banyak lagi, disarankan memakai topi atau payung saat berkunjung siang hari. Cintai negeri ini, dengan merawat dan menjaga peninggalan-peninggalan nya.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/117510469534562997274/reviews?hl=id,Poce Aloy,Local Guide,· 78 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Candi dengan cerita legenda ,dibangun hanya dalam waktu semalam....

Pesan Teman  : …",Lainnya,+,11,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/117348337603631676314/reviews?hl=id,Yosy Purwanti,Local Guide,· 195 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,10 bulan lalu,Baru,"Harga tiket masih murah lah 50 RB / org.. tempat yg bagus untuk mengenalkan budaya Indonesia pada anak.. merupakan Candi yg 👍.. banyak spot foto yg recommended.. dipasar seni nya juga barang 2 nya murah 2.., pokoknya menyenangkan..� …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/101676637926314613568/reviews?hl=id,Ranty Fatriana Puteri,Local Guide,· 88 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,6 bulan lalu,Baru,"Areanya luas. Pintu msuk dan keluar beda. Harga retribusi utk wisatawan lokal dan luar negeri berbeda.. biar lebih murah, beli tiket terusan dg candi ratu boko.. …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/103903406300715062122/reviews?hl=id,ANDI KUSDIANTO,Local Guide,· 27 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,6 bulan lalu,Baru,"Destinasi yg bagus buat mengetahui sejarah bangsa Indonesia sambil wisata bersama keluarga, dipintu keluar banyak jualan umkm hasil pengrajin lokal dgn harga murah.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108766734093430500585/reviews?hl=id,Haryo Dwito Armono,Local Guide,· 426 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Jangan langsung ke Candi Prambanan dulu, tapi naik golf car ke Candi Sewu, Candi Bubrah, Candi Lumbung di belakang Candi Prambanan. Masih dalam 1 kompleks selias 80an ha. Biaya naik golf car Rp 20rb/org utk kapasitas 13 org, atau kapasitas …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109160252162601673967/reviews?hl=id,Pakde Wismo,Local Guide,· 20 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Tarif masuk masih terjangkau. Sekian tahun nggak kesini, makin banyak wahana yg bisa dinikmati, asal jangan terlalu sore datangnya. Spot foto juga makin banyak dan bagus. Selalu menyenangkan datang ke Prambanan",,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102936926506440304956/reviews?hl=id,Yuni Sulistyaningrum,Local Guide,· 85 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,10 bulan lalu,Baru,"Pengennya melihat sendratari, syaangnya datangnya bukan pas weekend, pas weekend sebelumnya datang kobdisi belum dibuka, candi ini salah satu warisan nenek moyang, dengen crita melegenda dibelakangny, ada bapak2 yang jual kisah sejarahnya diarea candi.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/106814725170383013507/reviews?hl=id,Badar FM,Local Guide,· 260 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,belum boleh naik candi..padahal jauh2 kesitu..mohon diinfo  petugas.. di info di web ato medsos ato yg lain..agar pengunjung tidak kecewa..padahal tempat wisata nya istimewa banget..bagus.. …,Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109130387117186370361/reviews?hl=id,Arini Rahman,Local Guide,· 95 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Fhoto baru,,,,ya ini ke Jogja kali ini aku ke Prambanan 2 kali senang aja betah di prambanan pohonnya rindang udaranya sejuk(pagi hari)Krn pagi2 jd gak begitu ramai,,,tp kali ini saya gak boleh masuk candi cm di terasny aja ktanya sih krna …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/101762550735657776368/reviews?hl=id,Jisoo Taehyung,Local Guide,5 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,6 bulan lalu,Baru,"Kisini pas weekend sekitar jam 9an jadi ga terlalu panas banget, harga tiket 50rb, suasana enak teduh banyak fasilitas buat duduk santai, tolong perbaiki toilet sumpah toilet jongkok aja rusak dan ga diperbaiki mana kotor",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109329747568026675612/reviews?hl=id,Budi Wiyana,Local Guide,· 23 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,8 bulan lalu,Baru,Candi nya bagus area nya juga bersih dan terjaga cm tdk boleh memasuki dalam candi karena umur candi yang sdh tua sayang waktu diasa hujan jadi tdk bisa sepenuhnya menikmati …,Lainnya,+,4,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/118132113895926787163/reviews?hl=id,Yusuf Wahyudi,Local Guide,· 66 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,Peninggalan sejarah yang luar biasa..megah..tempat wajib yang harus di kunjungi bila anda ke kota jogja..cukup dengan htm Rp 50 ribu rasakan sensasi zaman masa lampau yang spektakuler..,,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/116299833380162899068/reviews?hl=id,Imuh Ajah,Local Guide,· 84 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Luas banget, harus jalan jauh. Kalau bawa anak balita jangan lupa bawa stroler. Jangan lupa topi atau payung dan krim sunblock.
Bagus buat mengenalkan mahakarya leluhur kepada anak2.
Sebaiknya mengunjungi tempat ini pagi hari.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109574849017093562346/reviews?hl=id,desma hariyanti,Local Guide,· 70 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 minggu lalu,,"Saya bahagia bisa menyaksikan peninggalan sejarah yang begitu luar biasa. Ditelusuri dengan berjalan Kaki lebih berkesan, tapi harus siap energi.",,+,7,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/116545257188987416749/reviews?hl=id,Ian Alam Sukarso,Local Guide,· 507 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Ke Prambanan pertama kali masih kecil, usia 4/5 tahunan, cuma inget gegara ada foto bareng keluarga. …",Lainnya,+,5,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107691384894630773165/reviews?hl=id,Sofian Soetomo,Local Guide,· 143 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,8 bulan lalu,Baru,Alhamdulillah...bisa berwisata di candi Prambanan saat membawa Peserta Pelatihan Aparatur Desa dan Anggota BPD se-Provinsi Kaltim sesuai IDM Desa tertinggal (08/03/2022),,+,41,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/118291912769151454814/reviews?hl=id,Retno Heni,Local Guide,· 45 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Halamannya luas sekali megah, bersih, nyaman, buat foto2 bagus sekali. Museum nya juga bagus, banyak sejarah dan kisah2nya biar kita lebih paham lagi.",,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/104608577799436546834/reviews?hl=id,Citra Fms,Local Guide,· 8 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,sebulan lalu,Baru,"Sebagian candi sedang ada perbaikan, saya datang di hari kerja dan cuaca sedikit mendung tapi pas menuju parkiran langsung hujan. Disana ramai banyak anak sekolah yang sedang study tour. Banyak ibu2 yang menawarkan sewa payung seharga 10rb. Lumayan biar gak kepanasan pas disana.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/105577094736945883621/reviews?hl=id,Altheus Family,Local Guide,· 41 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,Candi prambanan merupakan salah satu warisan budaya Indonesia yang sangat terkenal. Merupakan candi hindu terbesar di Indonesia. Review lebih lanjut dapat dilihat di yt kami ya.,,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/103228185683115217231/reviews?hl=id,Firdianita Sholikhati,Local Guide,· 75 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Selalu mampir ke candi Prambanan kalo ke Yogya. Ga afdol kalo ke Yogya, ga ke Prambanan. Karena ada saja petualangan baru yang bisa dinikmati dari segi yang berbeda. Semoga masih bisa dinikmati sampai anak-cucu. Para pengunjung bisa turut menjaga dan merawat serta tahu diri agar tetap lestari.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107639800857927321635/reviews?hl=id,Mohamad Khoerul Anwar,Local Guide,· 143 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,9 bulan lalu,Baru,"Ulasan saya sekedar yg saya tau karena saya tidak tanya detail pada pihak pengelola
Yg saya tau harga tiket dewasa 50k dan anak 25k …",Lainnya,+,9,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109968032941492401790/reviews?hl=id,Awang Djohan Bachtiar,Local Guide,· 103 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,sebulan lalu,Baru,Keren banget Candi Prambanan warisan nenek moyang. Dengan arsitektur yg keren dan banyak estetika yang sangat original jawa. Lingkungan candi sangat apik dan asri..... Mantaplah pokoknya.,,+,5,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108210494354369378002/reviews?hl=id,SULTAN KERE CHANNEL,Local Guide,· 54 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,Candi bersejarah dan cerita yang melegenda lebih diperbaiki diparkiran danbtaman lumbini. Pelayanan dan keamanan ditingkatkan banyakbyg jualan memaksa. Sewa jeep yang memaksa,,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109209600458899937176/reviews?hl=id,Putrimutik Putrimutik,Local Guide,· 163 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,11 bulan lalu,Baru,"Terakhir kesini, SMA kalau tdk salah. Dan skrg bawa anak anak krn Hari senin Jadi kami hanya di area luar tdk di perkenankan masuk area Candi. Namun demikian Kita masih bisa foto Dan melihat ke megahan. …",Lainnya,+,8,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/115158181944090886550/reviews?hl=id,Rachmad Hidayat,Local Guide,· 67 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,6 bulan lalu,Baru,Komplek candi Hindu yang sangat indah. Disarankan untuk membawa payung atau topi karena cukup panas. Makanan dan minuman dilarang masuk area candi.,,+,13,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/101900337816677372286/reviews?hl=id,Ike Desrina Harianto,Local Guide,7 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Pengalaman yang menyenangkan disaat liburan anak, menambah ilmu pengetahuan bagi anak,disana ada pemandunya yg ramah dan baik banget,menjelaskan secara detail tapi tidak membosankan",,+,6,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108663551670892183031/reviews?hl=id,Hafiz Fikri Islami,Local Guide,· 43 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,9 bulan lalu,Baru,"wisata sejarah yg bagus, salah satu destinasi belajar sambil wisata, tapi di sarankan untuk membawa topi / payung bila datang siang hari dan di rekomendasikan sore hari sekitar jam 3/4 agar tidak terlalu panas",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/100916448656124261098/reviews?hl=id,hanya anak kostan,Local Guide,· 14 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Sektor wilayah Prambanan sangat luas, terutama pemandangan takjub komplek candi Prambanan sungguh luar biasa. Ramai pengunjung di waktu weekend dan di hari weekdays normal tidak terlalu padat.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/113136286372392912378/reviews?hl=id,diajeng putri,Local Guide,· 7 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Biasanya kalo ke Candi Prambanan cuma muter keliling doang. Tapi pas ada Prambanan Jazz kemarin, wuiiiii. Keren bgt Candi nya kalo pas malem gituuu. Walaupun tempat nya panas, tapi sebanding sama view nya😍� …",Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102828581305541571606/reviews?hl=id,Methi PS,Local Guide,· 19 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,9 bulan lalu,Baru,"Indah bgt buat foto. Hindari datang hari senin krn tdk bs masuk area candi prambanan. Biaya masuk ckup mahal, per orang 50rb. Jgn lupa sewa payung di siang hari.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109084514543900584288/reviews?hl=id,ukhti kafitri,Local Guide,· 36 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Alhamdulillah saat kesini tiketnya cuma Rp. 50,000,- perorang, parkiran mobil cuma Rp. 5,000,-
Sayang sekali karena gempa jadi banyak candi yang runtuh. …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/105469128158767616159/reviews?hl=id,Asih Guntari,Local Guide,· 158 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Untuk tiket masuk dewasa 50k / org
Candi dalam perbaikan dan belum bisa masuk dalam candi hanya berkeliling di samping candi.... …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/103189923519175788799/reviews?hl=id,Swastika Utama,Local Guide,· 76 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,Tiket masuknya Rp 50.000 per orang. Tempatnya nyaman dan bersih. Namun wisatawan hanya bisa menikmati candi dari bawah saja karena tidak diizinkan naik ke atas candi. Di luar candi ada area untuk memberi makan rusa. Makanannya bisa dibeli dengan harga Rp 5.000.,,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/112744852736412306643/reviews?hl=id,Saripah Nur Aulia,Local Guide,· 294 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Harga tiketnya 50 ribu untuk orang dewasa. Saya berkunjung hari Senin, candinya gak terlalu ramai. Di samping candi sedang ada pembangunan entah renovasi. Selain pemandangan candi, ada juga alternatif kegiatan lain seperti naik mobil, …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107788541146660597671/reviews?hl=id,Ilmyra Riyadhie,Local Guide,· 18 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Sangat bagus, tempat yang saya rekomendasikan untuk dikunjungi jika ke Jawa Tengah, spesialnya bagi anda pecinta peninggalan sejarah. Buka pada pukul 7 pagi dengan HTM 50.000 perorang benar2 worth dengan apa yg didapatkan.",,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108113675370433768646/reviews?hl=id,Dea Rafi Tandayu,Local Guide,· 27 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Such an amazing place. Pas liat langsung kaya yg gak bisa ngomong apa apa, ini beneran arsitektur jaman dahulu yang bener bener gak bisa di jelaskan sama kata kata sakin indahnya. Pokonya mantul, mantap betulllll",,+,4,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/114095272899185318941/reviews?hl=id,Ferra Music Channel,Local Guide,· 50 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,6 bulan lalu,Baru,"Walaupun mitosnya klo kesini sm pasangan akan putus/berpisah, jgn takut utk kesini ya.. Namanya jg mitos, yg jelas perkara jodoh ya di tangan Allah, SWT",Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/109308855847564284409/reviews?hl=id,Hery Bery,Local Guide,· 15 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,9 bulan lalu,Baru,"Candinya bagus, tertata rapi dan bersih.
Prosedur booking onlinenya sgt mempermudah. Pelayanan petugas jg ramah. Toilet jg bersih",,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/112579605159918131785/reviews?hl=id,melini Agustiani,Local Guide,· 37 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,9 bulan lalu,Baru,"Sayangnya hanya sampai pelataran nya saja, untuk proses sesuai dengan standar pemerintah,banyak petugas keamanan jika ada pengunjung melanggar aturan llyang telah ditetapkan akan di tegur.",,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/116667328176716625048/reviews?hl=id,Ditha Adama,Local Guide,· 22 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Jangan pernah lupa pakai sunblock, topi, kacamata hitam, atau payung sekalipun. Bahkan terasa sangat panas di cuaca yang memang sedang extreme saat ini. Datang pukul 15.00 waktu setempat, walaupun menjelang sore, cuaca disini sangat panas. …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108757221268540586502/reviews?hl=id,Nur Iman Nugroho,Local Guide,· 193 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,10 bulan lalu,Baru,"Lebih tertata dengan baik,  kondisi cukup panas cuaca disana ,persiapan bawa topi ,payung dan jg minum secukupnya apalagi utk anak anak. Diperhatikan lagi utk halte shutle prambanan  ke ratu boko, khusus diratu bokonya ,alangkah baiknya …",Lainnya,+,20,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/110174364129157631678/reviews?hl=id,Gina Maharani,Local Guide,· 180 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,One of Indonesia Heritage. Semoga semua pengunjung nya sll menjaga kelestarian dan kebersihan lingkungan candi. Tempat yg sering dijadikan acara festival musik,,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
