"","klasifikasi","score","text"
"194","Netral",0,"harga tiket r taalau t candi ratu boko r ir motor r "
"195","Netral",0," candi  rusak   kesana  bawa ng  s banget  luawa ng  sewa ng cukurb  dii  ng"
"196","Positif",1," kesini hujan taak mengurangi keindahannya temya cukuas candinya bagus dideada g  yg  dibangun"
"197","Netral",0,"candi prambanan merun candi hindu  terbesar  indonesia samsaat   dadiikan kacandi  dibangun   ntah siaamun kuat dugaan  candi prambanan dibangun  engahan abad   "
"198","Positif",2,"salah  jejak kebesaran leluhur yg  terjaga  gas yg ramah  temolehnya tertata jg  harga yg murah dg harga   ru anak  senang "
"199","Positif",3,"alhamdulillah sdh  kin ksini skg  keluarga semoga kedea  keren  kawasan jg   jd kebanggaan bangsa"
"200","Negatif",-2,"desember  ga     candi   covid  krn  tangan jail  ga    masuk   candi    thn    rugi bangeeett ga "
"201","Positif",1,"parkiran luas jalan  candi banan  u masuk cukukat        candi  foto  mendengarkan cerita tour guide  sekitaran candi  berjalan   candi banan  iran "
"202","Positif",4,"bagus lokasi nya   luas  biaya r  dewasa  r  anak cocok nya dikunjuni    sore   membawa ng  yg  kuat s"
"203","Netral",0," bagus wajib dikunjungi   yogyakarta situs bersejarah   ing memihatkan kejayaan tanah air   lampau"
"204","Positif",2,"salah  temwisata  recomendedtiket masuk dewasa rbanak rbdan u tau  makanan   terjangkau harga nyanya keren bgt deh"
"205","Positif",1,"area ir  luas lingkungan  tetarjaga kebersihannya  smenarik  berfoto  ainan  anak  area candi"
"206","Positif",2,"panas banget  siang taagus  sfoto   damelihat keindahan candi prambanan   keliling mengunakan "
"207","Negatif",-1,"udah  gak kesini  lbh  th  taedikit kecewa  udah gak   kayak    aran candi ajja taumayan  mengobati kangen "
"208","Positif",3,"area candi luaskarena  emi   tdk  masuk kedalam candi yg  ng roro jonggrangnyajadi   tarantaemua bersih  terawatyuk visit  candi prambananbanyak ainan  toko souvenir "
"209","Negatif",-1,"candi terkenal  kota jogja konon  mitos  diayai warga lokal   yg  menikah   berran  mengunjungi candi prambanan   ngan     i  s percaya   taanyak warga lokal yg aya  "
"210","Netral",0,"  kesini   sd  kesini    istri   anak      tertata   hijau   s unt "
"211","Netral",0,"cagar budaya bangsa indonesia  dunia temyang t  kunjungi  anak anak  "
"212","Netral",0," sekian   kesiniakhirnya kesini lagitemya bersih ya sekaranglebih teratusbanyak object  toanaccesoriess  dijual  rajin  samatetamai sei "
"213","Positif",2," masuk  li lindungi bukti  vaksin harga tiket dewasa rrb anak rrb  luawa ng  s banget  siang  jalan masuk    candi "
"214","Positif",2,"pokok kalo  kesana   senin    bersihin  gk   same  sekalimasih  fotofoto sih  halaman ama taantik banget masyaallah  tafakkur alhamdulillah"
"215","Negatif",-1,"wisata budaya yg  ah membosankan  taan  mbahan sfoto yg  mengganggu  tdk bernsi merusak keindahan candi"
"216","Positif",2,"  liburan bareng keluarga cocok  anakanak  kesini er bawa ng  s  alanan  candinya lumayan "
"217","Positif",1,"temya bagus  disarankan mending  siangsiang kesananya bawa totau ng ya gais s banget  taisitu  sih yg jual toebar sm ewaan ng "
"218","Positif",2,"wisata candi prambanan   atasan klaten jawa   daerah istimewa yogyakarta "
"219","Positif",2,"candi prambanan  candi roro jonggrang  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa utama hindu  dewa brahma  dewa idewa "
"220","Positif",1,"jam  sore  santai foto  jam  malem udah  dikereta   solo untung adekku seannya ce "
"221","Netral",0,"temwisata sejarah   menghabiskan   memahami  dazaman   ukiranrelief batu   memna"
"222","Positif",2,"situs candi yg diakui dunia  sejarah jaman kerajaan   legenda puteri raja  roro jonggrang  bandung bondowoso "
"223","Positif",1," saranin beli tiket  traveloka  agen online   dalebih murah  tinggal diredeem  loket  parkiran luas  sfoto menarik  siaalan kaki  u keluarnya memutar yg lumayan    melewati t "
"224","Positif",3,"temya luas  tamannya bersih banget u masuknya dijaga lumayan ketat  check in i li lindungi  harga tiket rborg sayangnya toiletnya jorok   dibersihkan setiam  "
"225","Positif",2,"kemarin masuk candi prambanan luayar brjujur  anaknya males  kemarin  muterin candi kitabsewa mobik golf  dg harga   obil jujur lulo rame gue saranij "
"226","Netral",0,"temwisata candi   bosan   kunjungi area nya luas  beberavent   gelar   setia jogja  mamke "
"227","Netral",0,"temyg msh ttrawat  sarana edukasi  wisata  watan  mbahan koleksi   tanaman  hew "
"228","Negatif",-1,"temwisata  menarik  keluarga  belajar sejarah    candi  museum  kebun binatang mini area  duduk  anak bermain "
"229","Positif",2,"pengumuman klo   banan  senin  bsa langsung masuk  candinya   tahambersihkan candi  stafnya ramah "
"230","Positif",2,"kesini  liat banan jazz day   sewindu merasakan rindu  liat mus mujiono dedy dukun trio lestari  tulus  keren abis  ntonnya tertib  raadal  buanget yg nonton  asik k nya "
"231","Positif",2,"pengalamman  candi bannann   keren banget  mengandalkan google map "
"232","Negatif",-1,"  megahnya bangunan  berr keras  orangorang zaman  membangun nya  camn batu  sei ai adiknya  zaman      menyamai nya    orang zaman     bangunan   dada   "
"233","Negatif",-3,"dewasa rb  anak anak rb  kalo   foto sih bagus nya h weekday ya biar ga rame bgt  to weekend rame ya hrs er cari shehe "
"234","Netral",0,"mantaambanan jazz  roro jonggrang  hanoman stage  manta "
"235","Positif",2,"candi prambanan  candi roro jonggrang  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa utama hindu  dewa brahma  dewa idewa "
"236","Positif",1,"  garan terhadaberaandi  s  kurangnya honan      masuk   candinya    fotofoto    pembayaran masuknya  i cash  emoney"
"237","Positif",1,"cuaca  ga bersahabat samdidalem hujan deras  nunggu hujan redah  batu  foto   kondisi  basah basahan  "
"238","Positif",3," han    kesini lg candinya  terawat bersih seinya   yg  dibangunrenovasi sfotonya keren   beberaemdan mudahan  ditambah lg sya taasanya cerita "
"239","Positif",3,"bagus bgt sih bersih teratur ra ketat  gabole bawa makanan    samya minim mantajarahnya terjaga"
"240","Netral",0,"temyang bersih  tertata raembuat betah menyaksikan mahakarya nenek moyangselalu kagum setiali berkunjung kesini"
"241","Negatif",-1,"peninggalan sejarah yg wajib dikunjungi warga negara indonesia  saksi sejarah daban negeri      nengok  tialam candinya   ambil foto candi yg hancur   dir  overallyuk berwisata   prambanan  lestarikan nggalan budaya indonesia"
"242","Positif",1,"tembersejarah gini emang  menyenangkan   temya asri  honan  bersih"
"243","Netral",0,"candi sejarah yg   yogyakarta  emi  lumayan ramai guys    tetamatuhi okol kesehatan ya guyss i masker  jaga jarak  hehehehe"
"244","Netral",0,"candi yg melegenda lingk candi bersih tyang  kesadaran unjung yg msh  duduk  r  candi  berdiri  sdh  larangan"
"245","Negatif",-1,"tiket masuk orang rb parkir kendaraan tiket rb  sfoto ayunan gantung  baground candi banan"
"246","Positif",2,"such a beautiful temgaah bosen klo sunset  banan cantik bgt harga tiket masuk  affordable  wajar  temwisata  sayang toilet bnyk yg  tersembunyi"
"247","Positif",3,"tete peninggalan sejarah    dilun semenjak emik     situs  menjaga ebaran virus prokes benerbener ditera  u  masuk loket sayang unjungnya   nggak tertib overall   takjub  temini"
"248","Positif",2,"candi  indah  megah  kesini   prambanan jazz mari   menjaga nggalan sejarah  tetasa dinikmati keindahannya tanggal  juli  harga tiket masuk anak rb dewasa rb"
"249","Positif",3,"temwisata nggalan sejarah beruoms bangunan candi dikelola    bersih  nyaman dilengkaasilitas   layanan unjung  sei transasi lokal  guide"
"250","Positif",2,"berkunjung   ramadhan h    masuk kedalam candinya  sekitaran dinding  candinyalokasi area candi  bersih "
"251","Positif",3,"so good tembersih  fasilitas lengkaaf ramah tourguide ramah  hel namanya toehat  murah rezeki sukses  dunia akhirat   "
"252","Negatif",-1,"salah  candi terkeren  indonesia   walaudatang nya  sore taemandangannya  keren sunset view nya ga  obat temyang  rekomendasikan  wisata  u    mematuhi turan    temini  merun temyang sakral"
"253","Netral",0," sarankan  mobil listrik bayar k  keliling area banan worth it  liat candi sewu     ler      roro jonggrang aja  ya "
"254","Positif",2,"tiket masuk terjangkau good service tembersih area luas ttunjuk irnya  "
"255","Netral",0,"temsuci agama  dilestarikan  temwisatacagar budaya wajib dikunjungi   liburan  jogja   borobudur  magelang"
"256","Positif",1," may   temwisata candi banan temya luas     han "
"257","Positif",3,"   candi prambanan   nyata       buku sejarah  tv tiket masuk rb bus wara wiri rb  dinaiki beberarg sayang  berkunjung    medengan jam tutun turun hujan jd gk    "
"258","Netral",0," wonders  temhistorical bersejarah tetarsih terawat tiket rb ru"
"259","Positif",1," kesekian kali  candi prambanan kali   dg istri  anak bontot umur  thn kakaknya tdk    si bontot  ah  prambanan"
"260","Positif",1,"bagus bgt lucu ad rusa sm hewan  s ta yg sewa ng sm bs  tayo  muter candi ad souvenir store sm ad t  makan"
"261","Netral",0,"tiketny  rb orng dewasa  anak   des   nya bawa ng   minum karna  s  t  kreta tayo rb orng mi orng  yg rb min  orng"
"262","Positif",3,"candi  memai sejarah temya bagusterawat biaya masuk cukurahakses   candi prambanan mudahbanyak terdasfoto  bagus"
"263","Negatif",-1,"beberaagian   renovasi unjung   jalan memutari laan  wahana hiburannya  seberatausat  recommended banget harganya wajar ga nguras dombisa  harga barang  malioboro   "
"264","Positif",1,"masuk dgn li lindungi wajib dewasa  anak maxyo  "
"265","Positif",3,"nyaman  udaranya segar  sayang  kesana   senin   samhalaman "
"266","Positif",2,"tiket masuk domestik dewasa k anakanak k takjub  arsitektur candi hindu  megah"
"267","Netral",0,"    naek   candi   taran    renovasi taetaleh  pelataran    july "
"268","Positif",2,"fasilitas u   u   selter  berteduh karna  terbuka  terik  hujan  reberteduh es   jalankan  lokasi wisata   "
"269","Netral",0,"wisata religi  bersejarah wajib dikunjungi   alanan  jogja warisan budaya   lekang  "
"270","Netral",0,"beberaali jalan kesini asik cma dsini snya  banget  musholla  oke  sarung  sajadahnya "
"271","Positif",1,"candi prambanan merun warisan leluhur yg t  lestarikan suasana  candi  asri  sfoto  bagus   berkunjung   sertifikat faksin  unduh aasi lilindungi  "
"272","Netral",0,"salah  destinasi wisata  terletak  yogyakarta kemudahan akses  terletak   jalan raya salah  syarat masuk     vaksin  memai aasi li lindungi  harga tiket    "
"273","Positif",3,"bagus tiket masuk idr rb   trans jogja  malioboro nyaman   recomended"
"274","Positif",2," kesana utk masuk kedalam candinya  dibuka mei  udh ditutumua candi  gak bs masuk kedalam "
"275","Netral",0,"candi prambanan mrangunan bersejarah nggalan ode hindu     keunggulan arsitektur kuno  indonesia yg berlokasi  yogyakarta bangunan  merun temstarian budaya  temibadah  umat hindu "
"276","Positif",1,"ndangan  indah sayangnya romboongan   jam   hamtututayar tiket t  masuk lokasi candi   foto dibatu runtuhan aja"
"277","Positif",1," menyenangkan  berkunjung kesini  candi banan   indah  karya seni     betaaat  dakita    candi  terusun raselain candi   "
"278","Negatif",-1,"cuaca wisata candi emang s yaaa taangan salah  teeandi i terbayang sejuknya karna honan  balance rimbunnya kakak harga tiket murah "
"279","Netral",0," terang  x berkunjung  candi bareng teman    teman yg rumahnya   desa manisrenggo klaten   menit  rumahnya samke candi prambanan lokasinya   gir jalan jogja solo  can "
"280","Netral",0,"harga   ribu orang dewasa  ribu anak sammur  tahunjarak  tiket masuk  prambanan gak  sei borobudurini candi hindu  beberaandi  candi siwabrahmaangsanandi dllada  candi budha  "
"281","Positif",2,"pengelola  ramah  wisatawan   ama kali berkunjung wisatawan  elasan  tiket  t bundle  tersedia   disarankan  berkunjung     cukunas  "
"282","Netral",0," wisata  anak   candi bawa tour guide   rekomendasikan  elasan  comensif baiknya   l  sore  candi tutukul  malam  "
"283","Positif",1," ama kesini  menakjubkan  indah "
"284","Netral",0,"kereenn deh   kesini   sayang kemarin  aq i hbis diinsfektan  ga  foto didalamnya deh  "
"285","Positif",1,"temyg   dimana   bangga indonesia memilikinya prambanan warisan yg  dijaga  generasi kegenerasi bukti nyata  agungan tuhan yme sang ialam semesta"
"286","Positif",1,"sayang    jam  jam masuk   candi  ditutuengan harga tiket yg     mengitari taran  candi   u  titik foodcourt gila snya am ketemu ual minuman kemasan    arah u "
"287","Netral",0,"bagus  r murahwisata nggalan sejarahhan        jalan rayasekarang      beli tikethehehe"
"288","Positif",4,"  temya sayang   atasan   samke  iran luas banget  adem  honan cocok  kum kumdengan keluarga   gelar tikar khusus  senin   sammendekat   ersihan  tiket dewasa rb anak rb"
"289","Positif",2,"wisata candi prambanan situs keajaiban dunia   tiket rb  anak rb  bagus "
"290","Netral",0,"amazing bagussss bangeeetttttt rekomended  candi banan bersih asri n enjoy suasananya ga ngebosenin  "
"291","Positif",2,"temwisata kebanggaan jogjaworth it banget utk dikunjungies cukutat dgn aasi li lindungi"
"292","Positif",2," luake totau bawa ng  s lll gaboleh bawa makanan   area candi tiket masuk rborang dewasa"
"293","Positif",2,"temyang  kenangan  liburan bareng almbasuasana asri nyaman  belajar sejarah harga tiket masuk wisatawan domestik  mancanegara berbeda"
"294","Positif",1,"candinya bagus bgt yg ng terkenal sih candi roro jongrang wajib coba kesini once in a lifetime"
"295","Netral",0,"candi  bagustetaudah  yg berubah  meraeletuskarena  candi   yg rusak  dirsaran   siang  sia ngatw   sewa   deu masuk  yg menawarkan jasa sewa ng k"
"296","Positif",3,"temwisata  strategis bersih  nyaman fasilitas    dalamnya  lengkaisam  temini  merun tembadatan terbesar  agama hindu festival sendratari ramayana contohnya dadinikmati  malam "
"297","Netral",0," amazing    mobil yg  muterin  candi candi   kemarin kayaknya beli tiket udah  t tnya"
"298","Positif",3,"temya keren  bagus  bersantai menurit    bagus  enalan sejarah     dikasih o murah  budged masuknya en kesana    "
"299","Netral",0,"suka  berwisata  meskis yuk lestarikan nggalan bersejarah   buang samsembarangan"
"300","Negatif",-2,"tembersejarah bangunan  u dilestarikan   candi dilokasi   menyia fisik     diarahkan  jalan yg ang  berliku "
"301","Positif",1,"keren  foto asri luas temya ga   candi tada hiburan  kaya rusa     kesini "
"302","Positif",1,"ok banget   suka  situs kunotemya asyikbanyak  ual  htm  masuk nya k ya"
"303","Netral",0,"temwarisan budaya indonesia temsangat indah dibutuhkan tubuh yg sehat  jalan disana  area  luas tiket rb orang  wisatawan lokal   jasa foto rb oto"
"304","Positif",1,"bangga terhadarya arsitektur nenek moyang  bersyukur dakesemn berkunjung  kom  candi banan "
"305","Netral",0,"prambanan gk   rrview  i dah keren nggalan sejarah nenek moyang  iniluar  i"
"306","Netral",0,"fasilitas  suasananya       kesini  luamke museum nya temyg ng adem kalo siang   bawa air minum  masuk are "
"307","Positif",2,"best e for history tour and family tri  beneran  ama kalinya  candi banan luas banget temyaaa "
"308","Positif",5," kesini   juni keren banget  inta obyek wisata akala  temya  bersih tertata raarkiran luas fasilitas lengka salut dijalan arah ng  iran   ngkaran rusa senang   rusa  "
"309","Positif",1,"foto  hihihihi ga  suka mengulas  temwisata yg ah  kunjungi candi banan temyg bersih  rapi"
"310","Positif",1,"temwisata  bagus ndangan nya  temya  luas   jalan jalan kesana kemari   berfoto  background  bagus"
"311","Netral",0,"candi yg cantikbersih  asri htm  dewasa r anak r "
"312","Negatif",-1,"one of best historical e sayangnya gak   lihat  nya "
"313","Netral",0,"   gak  bosannya  keajaiban karya manusia  jaman   ah terrkan    isi "
"314","Negatif",-2,"salah  temwisata sejarah  terletak   insi   yogyakarta  jawa  semoga  terawat   unjung  dihara   merawatnya ya  sammerusak situs sejarah  agi merusak  candinya  "
"315","Positif",1,"candi prambanan  candi roro jonggrang  koms candi hindu terbesar  indonesia  dibangun  abad  masehi "
"316","Netral",0," kesini kemaren  kecewa yah harga tiket rb dewasaanak rb  mahal sih kl  sayacm  muterin aja candinya cm  foto dr  ajaga  masuk krn  aikanmemang  turan "
"317","Netral",0,"kuningan goes to yogyakarta mengunjungi candi banan mahakarya  menakjubkan peninggalan sejarah zaman hindu yg memna"
"318","Negatif",-1,"jejak sejarah bangsa u dilestarikan  yamg  dijari     an candi   disusun ulang"
"319","Positif",2,"gak  candinua sih cuman   acara vw irnya luas  mobil maumotor  candinya  teterlihat indah "
"320","Positif",3,"menyenangkan walauagak s indah    keajaiban sayang  unjung yg  menghargai samaik   candinya     tulisan engga    duduk  candi "
"321","Netral",0,"luas bangeeeet temyaaa  yg  dj exe agi jalan  jalan disitu amuas  l  lingkungan candinya  bersih banget inget  buang samsembarangan ya "
"322","Positif",1,"candi  bersejarah  wilayah yogyakarta  temyang  luas   ramai    membawa  kartu vaksinansi  mematuhi okol kesehatan"
"323","Negatif",-1,"seengunjung disaat  a  msh  emi  kerja  sore krn jam kunjungan msh dibatasi jg mgkn   n  musim liburan ramai"
"324","Netral",0,"mahal  tiketnya   diturunkan tiket masuknya  t yg  didalamnya jd org       ka"
"325","Positif",2,"    lihat   aikan   lakukan  candi    foto    da  keenakan meneduhkan   n minimal u  nya   bikin muter muter  sei candi borobudur"
"326","Netral",0,"anak hamsan wajah   t gara gk  bawa makanan  tas   isinya ditinggal  mobilkejamnyakirain   ntar  fasilitas rest area "
"327","Positif",1,"pengalaman yg  mnyenangkan  mengunjungi candi banan temya bersih  rapi"
"328","Positif",3,"tiket masuk  rb temya bersih  asri  enak  jd gak  s wajib  kunjungi "
"329","Negatif",-3,"best exence sih  hehe   tukang foto yg  bantu mengabaikan moment   cetak foto k  foto k  nov  candinya terawat  ta beberag rusak sih semoga  tetastari"
"330","Positif",2,"tamannya rapenjualnya ravienya ok bangat sayang toiletnya jo rokkkkkk bangetttttt          andai berbayaraku     bersih  nyaman semoga instansi terkait mendengarkan ya makasi "
"331","Netral",0,"total   candi nama candi diambil  nama dewa hindu  hewan tunggangannya"
"332","Positif",3,"koms candi nya gede banget cocok banget  jalan keluarga  kesini  luawa ng  minum  s banget  jalan lumayan  kelilingi candi nya"
"333","Netral",0,"peninggalan sejarah   bukti nyata sejarah indonesia   kunjungi wisatawan  negeri    beberaegeri  indonesia  "
"334","Negatif",-1,"salah  temwisata keluarga    mengenal sejarah sfoto  menarik"
"335","Positif",2,"pengelolaan candi  bagus  terdatemteduh  area candi  nyaman"
"336","Positif",1,"salahsatu karya manusia   indah   sejarah daban  bangsa  zamannya"
"337","Netral",0,"candi prambanan candi hindu yg   yogyakarta  kabun klaten jarak nya     kota yogyakarta"
"338","Positif",2,"tembersih nyaman adem  tenang  kesana seadi  leluasa  foto  keliling  suting wahananya  buka "
"339","Netral",0," harga  kebersihan cukumuaskan  kendaraan  disewakan   kawasan candi    temberteduh   candi  musim hujan  ramai orang  bergerombol  berteduh"
"340","Netral",0,"prokesnya ketat sayang unjung aja kadang  yg bandel ga  i masker  sfoto bagus  bbrot  duduk didalam sayang  udah ga bs   masuk   candi didalamnya"
"341","Positif",1,"sayangbelum  masuk   bangunan candinyakarya anak bangsa     candi nya"
"342","Positif",1,"tiket masuk sy n dr tiketcom jd  murah dikit rb an kyknya jalan keluarnya muter   taoto nya bagus"
"343","Positif",1,"cocok  wisata  keluarga   han  sei memanah berse skuter"
"344","Positif",1,"candi prambanan sedng  renovasi  kesana jd  leluasas  live musik gamelan khas lagu jawa"
"345","Positif",2,"temyang cocok  belajar  anak  hebatnya nenek moyang  jaman lamyang   candi  semalam walaumengandung unsur mistis   temyang bagus  fotofoto cantik  latar  candi"
"346","Positif",1,"gak masuk foto   aja  kena bayar ir doank k  "
"347","Positif",2,"prambanan warisan budaya luhur negeri tercinta nusantara  kualitas nenek moyang bangsa  "
"348","Negatif",-1,"candi  megah  toleran  masanya   bersanding candi hindu prambanan  buddha sewu"
"349","Positif",1,"candi prambanan cakekali membikin  berr  batu batu   tertata rapi"
"350","Netral",0,"budhist tem amazing kemarin   tour de prambanan k start  finish  candi prambanan"
"351","Netral",0,"    cerah   jamin s nyaa l pakai baju lengan ang  to foto  daerah  candi biar "
"352","Positif",5," indah taaya ntah samkaboleh masuk   candi nya   foto   candi   masuk   candi nya yg  nya  ng   nya taaya  banget masuk   nya"
"353","Negatif",-1,"pas kesana ram   ya gak jaditakhirnya  tanggal  desember   terlaksana kemari  luarbiasa hasil mahakarya dr nenek moyang terdahuluir luasr minibus tarif  kuntuk tiket masuk dewasa  k  anak k"
"354","Netral",0,"liburan bareng teman  candi banan cuacanya banget  sendu jd ga  sbiaya masuk rb orang dewasa"
"355","Positif",2,"seru banget  banan  mobil golf caddy  ribuan  muter liat candi  pemandangan asri kebersihan terjaga"
"356","Positif",3,"first time kesini candi nya bikin takjub bagus  foto  belajar sejarah "
"357","Positif",4,"temwisatanya bagus banget sayang sera  exit candi menjual makanan yg  layak  harga    bakso pentolkanji   beli   lokasi wisata"
"358","Positif",1,"seru  menikmati candi yg biasax hax mendengar legendax aja tm bs  samkeelam krn d batasi"
"359","Netral",0,"sian klo siang haraawa ng soaly s bgy heehee   msk makan yg  temmakannya  didalam candi g "
"360","Positif",3,"harga tiket masuk  terjangkau tingkat kebersihan lumayan candi   dijaga"
"361","Positif",2,"pemugaran     sayang nya  kunjungan ama    yg       diolehkan masuk   candi  kom "
"362","Positif",4,"salah  candi yg  indah walaumasih es aikan tarang  tertarik  berkunjung lingkungan   candi  bersih  indah toilet jg bersih"
"363","Positif",2,"candi yg  dirwalau  meninggalkan kemegahan  keindahannyabukti kemegahan  kejayaan  "
"364","Positif",1,"slah  destinasi bersejarah  betmanfaat smiga sllu terlestrai dgn  layanan ok    buka dgn es mohon utk menyia aasi lilindungi   masuk su gax antre "
"365","Positif",3," terawat gang  gang   tertib  nyaman  menikmati wisata beda       gang yg kayak an  co "
"366","Netral",0,"prambanan    agi  cuaca yg sejuk saran untk fasum toilet  "
"367","Positif",2,"   nonton banan jazz  biaya masuk rb  ir mobil rb   jam"
"368","Positif",3,"masuk kesini bener bener es sesuai antrian  tiket rang dewasa     candi banannya  "
"369","Positif",4," tahambenahan sayang asli umi   masuk   kedalam candi      bangga  warga indonesia"
"370","Netral",0,"bangunan bersejarah yg wajib dikunjungi kalo   bawa ng to sunscreen yaa krn s beuud"
"371","Positif",2,"bagus banget taeburu diusir  satya  belom ngambil  foto huhu"
"372","Netral",0,"weekdays aja udh rame banget  sadly ga    candinya"
"373","Positif",2," belajar   sejarah tour guidenya ramah parkiranya luas"
"374","Positif",2,"kereeeeeenn bangeettt candi prambanan  takjub bgt  terawat habanget      harga tiket lokal ribu rang  bule ribu rang  keren candi pram "
"375","Negatif",-1," emi   dibuka   ramai unjung"
"376","Positif",2,"temya luas bangett en masuk  candinya ttutu gah  mnjaga   ng  jln kaki yg  jauuuhhh bgt jd teabis kesana wkwkwk"
"377","Positif",2,"  kali masuk kesini kenaemarin merasakan keindahan cin nya  masuk   situs nggalan nenek moyang "
"378","Positif",1,"temreligi  wisata yg keren betaenggambaran toleransi beragama  indonesia tercermin"
"379","Positif",2,"bagus guide tersedia h guide yg  bahasa inggris  belajar sejarah"
"380","Positif",2,"tembersejarah  enak        sorean  s banget  siangsiang "
"381","Netral",0,"berdoa suhattam decandi siwa  prambanan  hamsebagian  dr  adl hindu yg  ama kali menginjakkan kaki  prambanan  terna  relief brahma wisnu  siwa  ketiga candi yg berjajar  megah"
"382","Positif",2,"candi hindu terbesar  dunia   masuk  daftar unesco indonesia  warganya  berbangga    tewisata  merawat  menjaga    membuang samsembarangan  berkunjung keren "
"383","Positif",3,"cakeh tta keluarnya muter      hujan jd kuyu mustinya kl  dir keluarnya siajalur yg bebas hujanlah jd unjung jg nyaman menelusuri jalan kluar hujan"
"384","Positif",3,"candinya  terawat   sayang banget uda gabisa masuk"
"385","Netral",0,"kesini  yg  kali pagi  dingin banget kemarin  siangnya s dihadiahi ndangan yg masya allah cantiik"
"386","Positif",6,"alhamdulillah  berkunjung    temya bagus  biaya masuk   rebu  menikmati ndangan indah  mari berkunjung  candi mbana "
"387","Positif",1,"destinasi wajib  gw seh klo  jogja       menikmati suasana  memjari sejarah candi"
"388","Negatif",-1,"salah  objek wisata  yogya   ramai  wisman  wisnu tetaga okol kesehatan ala berkunjung  banan"
"389","Positif",1," bagus cocok   wisata  keluarga beramai  ramai"
"390","Netral",0," ama   candi banan   temsejarah  wajib dikunjungi  liburan  jogja"
"391","Positif",1,"keren abis deh nonton konser    en bet nonton unjukkan  banan   kesam"
"392","Positif",2,"bersih banget  temya gede petunjuk arah  dimana  sewa skuter  han dll mantap"
"393","Positif",1,"eksotik temh dgn sejarah luas rekreasi  belajar sejarah jaman "
"394","Positif",4,"cagar budaya yg  indah senang skl berkunjung kl tdk hujan "
"395","Positif",4," siag  tau candi banan ngalan sejarahtemnyaman  ir luas  masuk k kawasan candi lumayan jauhagi kalo musim hujan  bawa ng "
"396","Negatif",-1,"tetesukai walauanak lanang  kecewa  sarannya blm terobati  ng roro jongrang"
"397","Negatif",-1,"cagar budaya yg  indah kayak berasa  jaman kuno  h misteri "
"398","Negatif",-1,"tembersejarah  banan   ratu boko  shuttle fotonya  murah  taasilitas temibadah sei musholla  toiletnya kotor"
"399","Negatif",-1,"salah  candi   kunjungi  liburan  jogja  juli "
"400","Positif",1,"temheritage pemandangan indah  latar  candi banan  acara banan iazz"
"401","Netral",0,"candi    saran  cerita uatannya  menarik candi  roro jonggrang"
"402","Positif",1," lengkalo bulum  banan situs nggalan bersejarah  u  kunjungi cocok  refresing  edukasi"
"403","Netral",0,"candi hindu termegah didunia yg   jogjakarta"
"404","Netral",0,"tiket masuk dewasa k anak dibawah   gratis    keatas k  reruntuhan bebatuan  sayangnya  dibangun    "
"405","Negatif",-1,"wisata wajib nya   jojga ya candi prambanan sejarah  ilmu arkeologi     langsung  a na"
"406","Netral",0,"  mengunjungi candi   ama kali  lihat  buku jaran ips  sd  bus transjogja   ditumi   shelter malioboro walauharus berjalan kaki  erhentian  bus  "
"407","Netral",0," bantuan negara tetangga sei thailand  memaiki candi yg rusak akibat gem"
"408","Negatif",-1,"bahan    han  gak lihat warisan budaya sakuler"
"409","Positif",2," berkunjung   aikan tetaingkungan tetarsih staff  ramah   recommended  berkunjung  jawa "
"410","Netral",0," indah sayangnya gk   kedalam candi kayak "
"411","Positif",1,"htm k dilarang bawa mamin  menerbangkan drone temluas  bebas foto  area candi    candi"
"412","Positif",4,"bangunan bersejarah  dikelola   bersih nyaman  apik"
"413","Positif",2,"sayang banget ya   masuk  dalem candi  udah gabisa  dir  seinya  tetanjaga keutuhan candi"
"414","Netral",0,"peninggalan sejarah  wajib dikunjungi selang  hamthn  berkunjung   candi  berdiri  anggun  megahnya"
"415","Netral",0,"tembagus  belajar sejarah sorry to say  dair mobil  toilet   terbatas toilet antri "
"416","Positif",2," menarik  diulas       jaman  jaman  tembersejarah  tingkat kesejahteraan konomian daerah tsbmengalami kemajuan     aikan garankebersihan "
"417","Positif",2,"endem covidi   taasih dilarang masuk   candi utama  berdoajauh    sia sia "
"418","Positif",1,"bagus    sewa kendraan biar kaki gak cakeliling banan"
"419","Netral",0,"bagus temnya ramai   fotoin bayar seikhlasnya"
"420","Netral",0," yg  sekian kalinya mengunjungi candi  ga bikin bosan cuman sayang  liburan lebaran   unjung     candi prambanan"
"421","Positif",1,"benda cagar budaya nggalan  lamyg mengagumkan dunia"
"422","Netral",0,"mantamya  semotor listrik  muter"
"423","Netral",0,"kali   candi prambanan lokasinya  jalan raya jogjasolo  lokasi wisata  menera okol kesehatan tersedia  temcuci tangan   berkunjung    orang gas   akilan  orang  "
"424","Netral",0,"temsejarah    jaga   lestarikan  anak cucu  tau"
"425","Netral",0,"bagusss bangettt  en  banan  taayang gaada ewaan kostum  huhu"
"426","Positif",2,"candi banan merun wahana wisata edukasi sejarah   keren akses  kesini  strategis    atasan jawa   jogja teya klaten  jogja "
"427","Positif",2,"walaubelum ramai  yanannya tetaksimal  riksaan okol kesehatan   bagus  gas sabar membantu  kesulitan  aasi  terima kasih"
